#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_011916.1",858980,859588,"-",7332886,"fixJ","CCNA_00795","YP_002516168.1",202,"two-component response regulator FixJ"
"chromosome","NC_011916.1",859581,861068,"-",7332887,"fixL","CCNA_00796","YP_002516169.2",495,"oxygen sensory histidine kinase FixL"
"chromosome","NC_011916.1",861178,861285,"+",18668838,,"CCNA_03940","YP_009020512.1",35,"hypothetical protein CCNA_03940"
"chromosome","NC_011916.1",861294,862892,"-",7332889,"cydC","CCNA_00798","YP_002516171.1",532,"ABC transporter, ATP-binding protein cydC"
"chromosome","NC_011916.1",863065,864705,"-",7332890,"cydD","CCNA_00799","YP_002516172.1",546,"ABC transporter, ATP-binding protein cydD"
"chromosome","NC_011916.1",864829,866391,"+",7332891,"cydA","CCNA_00800","YP_002516173.1",520,"cytochrome bd-type quinol oxidase, subunit 1 cydA"
"chromosome","NC_011916.1",866406,867557,"+",7332892,"cydB","CCNA_00801","YP_002516174.1",383,"cytochrome bd-type quinol oxidase, subunit 2 cydB"
"chromosome","NC_011916.1",867576,867695,"+",7332893,"ybgT","CCNA_00802","YP_002516175.1",39,"cyd operon protein YbgT"
"chromosome","NC_011916.1",867854,868309,"+",7332894,,"CCNA_00803","YP_002516176.2",151,"chemotaxis protein cheW"
"chromosome","NC_011916.1",868374,868859,"-",7329840,,"CCNA_00804","YP_002516177.1",161,"ASC-1 homology domain protein"
"chromosome","NC_011916.1",869089,869778,"-",7329841,"yihA","CCNA_00805","YP_002516178.4",229,"GTP-binding protein YihA"
"chromosome","NC_011916.1",869778,871625,"-",7329842,"yidC","CCNA_00806","YP_002516179.1",615,"inner membrane protein translocase component yidC"
"chromosome","NC_011916.1",871633,872082,"-",7329843,,"CCNA_00807","YP_002516180.1",149,"ribonuclease P protein component"
"chromosome","NC_011916.1",872176,872310,"-",7329844,,"CCNA_00808","YP_002516181.1",44,"LSU ribosomal protein L34P"
"chromosome","NC_011916.1",872590,873585,"-",7329845,,"CCNA_00809","YP_002516182.1",331,"quinone oxidoreductase"
"chromosome","NC_011916.1",873744,874886,"-",7329846,,"CCNA_00810","YP_002516183.1",380,"acetyl esterase"
"chromosome","NC_011916.1",874918,875553,"-",7329847,,"CCNA_00811","YP_002516184.2",211,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",875775,876026,"-",7329848,,"CCNA_00812","YP_002516185.2",83,"conserved hypothetical protein"
"chromosome","NC_011916.1",876155,877531,"-",7329849,,"CCNA_00813","YP_002516186.1",458,"flavin-binding monooxygenase-related protein"
"chromosome","NC_011916.1",877757,878080,"-",7329850,,"CCNA_00814","YP_002516187.1",107,"hypothetical protein CCNA_00814"
"chromosome","NC_011916.1",878273,879724,"-",7329851,,"CCNA_00815","YP_002516188.1",483,"lignostilbene-alpha,beta-dioxygenase"
"chromosome","NC_011916.1",879721,879912,"-",7329852,,"CCNA_00816","YP_002516189.1",63,"hypothetical protein CCNA_00816"
"chromosome","NC_011916.1",879956,881284,"-",7329853,,"CCNA_00817","YP_002516190.1",442,"L-sorbosone dehydrogenase"
"chromosome","NC_011916.1",881445,882167,"-",7329854,,"CCNA_00818","YP_002516191.1",240,"glutathione S-transferase"
"chromosome","NC_011916.1",882223,883395,"-",7329856,,"CCNA_00820","YP_002516193.1",390,"3-ketoacyl-CoA thiolase"
"chromosome","NC_011916.1",883440,883889,"-",7329857,,"CCNA_00821","YP_002516194.1",149,"hypothetical protein CCNA_00821"
"chromosome","NC_011916.1",883961,884305,"-",7329858,,"CCNA_00822","YP_002516195.2",114,"hypothetical protein CCNA_00822"
"chromosome","NC_011916.1",884441,885244,"-",7329859,,"CCNA_00823","YP_002516196.2",267,"LuxR-like DNA-binding protein"
"chromosome","NC_011916.1",884548,884910,"-",18668839,,"CCNA_03941","YP_009020513.1",120,"hypothetical protein CCNA_03941"
"chromosome","NC_011916.1",885326,886054,"-",7329860,,"CCNA_00824","YP_002516197.1",242,"GntR-family transcriptional regulator"
"chromosome","NC_011916.1",886217,886825,"-",7329861,,"CCNA_00825","YP_002516198.1",202,"2-dehydro-3-deoxy-6-phosphogalactonate aldolase"
"chromosome","NC_011916.1",886822,887742,"-",7329862,,"CCNA_00826","YP_002516199.1",306,"2-dehydro-3-deoxygalactonokinase"
"chromosome","NC_011916.1",888079,891006,"+",7329863,,"CCNA_00827","YP_002516200.1",975,"TonB-dependent receptor"
"chromosome","NC_011916.1",891133,892647,"+",7329864,,"CCNA_00828","YP_002516201.1",504,"tryptophan halogenase"
"chromosome","NC_011916.1",892954,894603,"+",7329866,,"CCNA_00830","YP_002516203.1",549,"beta-galactosidase"
"chromosome","NC_011916.1",894504,897455,"+",7329867,,"CCNA_00831","YP_002516204.1",983,"alpha-glucosidase"
"chromosome","NC_011916.1",897582,898481,"-",7329868,,"CCNA_00832","YP_002516205.1",299,"LysR-family transcriptional regulator"
"chromosome","NC_011916.1",898620,899219,"+",7329869,,"CCNA_00833","YP_002516206.1",199,"NAD(P)H:quinone oxidoreductase"
"chromosome","NC_011916.1",899356,899490,"-",18668841,,"CCNA_03942","YP_009020514.1",44,"hypothetical protein CCNA_03942"
"chromosome","NC_011916.1",899662,900483,"+",7329870,"fljM","CCNA_00834","YP_002516207.1",273,"flagellin FljM"
"chromosome","NC_011916.1",901034,901855,"+",7329872,"fljN","CCNA_00835","YP_002516208.1",273,"flagellin FljN"
"chromosome","NC_011916.1",902191,903012,"+",7329873,"fljO","CCNA_00836","YP_002516209.1",273,"flagellin FljO"
"chromosome","NC_011916.1",903123,904739,"-",7329874,,"CCNA_00837","YP_002516210.1",538,"alpha-L-fucosidase"
"chromosome","NC_011916.1",904900,906873,"-",7329875,,"CCNA_00838","YP_002516211.2",657,"alpha-glucosidase"
"chromosome","NC_011916.1",907095,909575,"+",7329876,,"CCNA_00839","YP_002516212.1",826,"glucan 1,4-beta-glucosidase"
"chromosome","NC_011916.1",909868,911793,"+",7329877,,"CCNA_00840","YP_002516213.1",641,"sialic acid-specific 9-O-acetylesterase"
"chromosome","NC_011916.1",911803,913419,"-",7329878,,"CCNA_00841","YP_002516214.1",538,"carboxylesterase type B"
"chromosome","NC_011916.1",913509,915233,"-",7329879,,"CCNA_00842","YP_002516215.1",574,"hypothetical protein CCNA_00842"
"chromosome","NC_011916.1",915317,916645,"-",7329880,,"CCNA_00843","YP_002516216.1",442,"endo-beta-mannanase"
"chromosome","NC_011916.1",916721,917002,"-",7329881,"relE1","CCNA_00844","YP_002516217.1",93,"toxin protein relE1"
"chromosome","NC_011916.1",916999,917262,"-",7329882,"relB-1","CCNA_00845","YP_002516218.1",87,"antitoxin protein relB-1"
"chromosome","NC_011916.1",917301,920390,"-",7329883,"putA","CCNA_00846","YP_002516219.1",1029,"proline dehydrogenase/delta-1-pyrroline-5-carboxylate dehydrogenase PutA"
"chromosome","NC_011916.1",920475,920636,"+",18668842,,"CCNA_03943","YP_009020515.1",53,"hypothetical protein CCNA_03943"
"chromosome","NC_011916.1",920836,921303,"+",7329886,"putR","CCNA_00847","YP_002516220.1",155,"leucine-responsive regulatory family protein PutR"
"chromosome","NC_011916.1",921330,921494,"-",7329887,,"CCNA_00848","YP_002516221.2",54,"leucine-responsive regulatory protein"
"chromosome","NC_011916.1",921731,923134,"-",7329889,,"CCNA_00849","YP_002516222.1",467,"outer membrane efflux protein"
"chromosome","NC_011916.1",923136,926291,"-",7329890,"acrB2","CCNA_00850","YP_002516223.1",1051,"cation/multidrug efflux pump acrB2"
"chromosome","NC_011916.1",926304,927470,"-",7329891,,"CCNA_00851","YP_002516224.1",388,"periplasmic multidrug efflux lipoprotein precursor"
"chromosome","NC_011916.1",927638,928252,"+",7329892,"tipR","CCNA_00852","YP_002516225.1",204,"transcriptional regulator TipR"
"chromosome","NC_011916.1",928249,929016,"-",7329893,,"CCNA_00853","YP_002516226.2",255,"3-isopropylmalate dehydrogenase"
"chromosome","NC_011916.1",929146,930738,"+",7329894,,"CCNA_00854","YP_002516227.1",530,"RNA processing exonuclease, Cft2 family"
"chromosome","NC_011916.1",930735,931592,"-",7329895,,"CCNA_00855","YP_002516228.1",285,"rhamnogalacturonan acetylesterase"
"chromosome","NC_011916.1",931733,933355,"-",7329896,,"CCNA_00856","YP_002516229.1",540,"beta-xylosidase"
"chromosome","NC_011916.1",933527,934963,"-",7329897,,"CCNA_00857","YP_002516230.2",478,"glucose/fructose transport protein"
"chromosome","NC_011916.1",935330,937543,"+",7329898,,"CCNA_00858","YP_002516231.1",737,"TonB-dependent receptor"
"chromosome","NC_011916.1",937676,938563,"-",7329899,,"CCNA_00859","YP_002516232.2",295,"acetyltransferase, GNAT family"
"chromosome","NC_011916.1",938619,938855,"-",7329900,"hfiA","CCNA_00860","YP_002516233.3",78,"holdfast inhibitor protein HfiA"
"chromosome","NC_011916.1",938979,939557,"-",7329901,,"CCNA_00861","YP_002516234.2",192,"hypothetical protein CCNA_00861"
"chromosome","NC_011916.1",939696,941471,"-",7329902,"xylD","CCNA_00862","YP_002516235.1",591,"xylonate dehydratase xylD"
"chromosome","NC_011916.1",941464,942333,"-",7329903,"xylC","CCNA_00863","YP_002516236.1",289,"xylonolactonase xylC"
"chromosome","NC_011916.1",942458,943204,"-",7329904,"xylB","CCNA_00864","YP_002516237.1",248,"xylose dehydrogenase xylB"
"chromosome","NC_011916.1",943210,944646,"-",7329905,"xylA","CCNA_00865","YP_002516238.1",478,"alpha-ketoglutaric semialdehyde dehydrogenase xylA"
"chromosome","NC_011916.1",944663,945817,"-",7329906,"xylX","CCNA_00866","YP_002516239.1",384,"fumarylacetoacetate hydrolase family protein"
"chromosome","NC_011916.1",946004,946492,"+",7329907,,"CCNA_00867","YP_002516240.1",162,"hypothetical protein CCNA_00867"
"chromosome","NC_011916.1",946747,947268,"+",17829424,,"CCNA_03889","YP_008877604.2",173,"hypothetical protein CCNA_03889"
"chromosome","NC_011916.1",947426,950383,"-",7329909,,"CCNA_00869","YP_002516242.1",985,"DNA modification methyltransferase-related protein"
"chromosome","NC_011916.1",950449,950886,"-",7329910,,"CCNA_00870","YP_002516243.1",145,"hypothetical protein CCNA_00870"
"chromosome","NC_011916.1",950906,951757,"-",7329911,,"CCNA_00871","YP_002516244.1",283,"carbon-nitrogen hydrolase family protein"
"chromosome","NC_011916.1",951754,952008,"-",7329912,"grx1","CCNA_00872","YP_002516245.1",84,"dithiol-glutaredoxin"
"chromosome","NC_011916.1",952037,952834,"-",7329913,,"CCNA_00873","YP_002516246.2",265,"amidophosphoribosyltransferase family protein"
"chromosome","NC_011916.1",952833,953744,"+",7329914,"bioC","CCNA_00874","YP_002516247.1",303,"biotin synthesis protein bioC"
"chromosome","NC_011916.1",953751,953924,"-",7329915,,"CCNA_00875","YP_002516248.1",57,"Flp/Fap pilin component protein"
"chromosome","NC_011916.1",953903,954307,"-",7329916,,"CCNA_00876","YP_002516249.1",134,"7,8-dihydro-8-oxoguanine-triphosphatase"
"chromosome","NC_011916.1",954339,954947,"-",7329917,,"CCNA_00877","YP_002516250.1",202,"hypothetical protein CCNA_00877"
"chromosome","NC_011916.1",955220,956650,"+",7329918,,"CCNA_00878","YP_002516251.1",476,"ATP-dependent RNA helicase"
"chromosome","NC_011916.1",956807,959071,"+",7329919,,"CCNA_00879","YP_002516252.1",754,"PAS-family sensor histidine kinase"
"chromosome","NC_011916.1",959391,960950,"-",7329920,,"CCNA_00880","YP_002516253.1",519,"hypothetical protein CCNA_00880"
"chromosome","NC_011916.1",960947,961699,"-",7329921,,"CCNA_00881","YP_002516254.1",250,"ABC transporter ATP-binding protein"
"chromosome","NC_011916.1",961855,962853,"-",7329922,"osrP","CCNA_00882","YP_002516255.1",332,"stress regulated protein OsrP"
"chromosome","NC_011916.1",963045,963803,"-",7329923,,"CCNA_00883","YP_002516256.1",252,"3-demethylubiquinone 3-methyltransferase"
"chromosome","NC_011916.1",963806,964192,"-",7329924,,"CCNA_00884","YP_002516257.3",128,"VapC-like PIN domain ribonuclease toxin"
"chromosome","NC_011916.1",964182,964730,"-",7329925,,"CCNA_00885","YP_002516258.1",182,"MazE-like antitoxin protein"
"chromosome","NC_011916.1",964937,966184,"+",7329926,,"CCNA_00886","YP_002516259.1",415,"aspartokinase"
"chromosome","NC_011916.1",966367,966831,"+",7329927,,"CCNA_00887","YP_002516260.1",154,"hypothetical protein CCNA_00887"
"chromosome","NC_011916.1",966956,967309,"+",7329928,,"CCNA_00888","YP_002516261.1",117,"MCP-signal associated domain protein"
"chromosome","NC_011916.1",967313,967756,"-",7329929,,"CCNA_00889","YP_002516262.2",147,"NTF2-family protein"
"chromosome","NC_011916.1",967847,968767,"-",7329930,,"CCNA_00890","YP_002516263.2",306,"poly(3-hydroxyalkanoate) depolymerase"
"chromosome","NC_011916.1",968889,969827,"+",7329931,,"CCNA_00891","YP_002516264.1",312,"transporter, drug/metabolite exporter family"
"chromosome","NC_011916.1",970314,972578,"+",7329933,"ptsP","CCNA_00892","YP_002516265.1",754,"phosphoenolpyruvate-protein phosphotransferase PtsP"
"chromosome","NC_011916.1",972738,973802,"+",7329934,"rodZ","CCNA_00893","YP_002516266.1",354,"helix-turn-helix DNA-binding protein RodZ"
"chromosome","NC_011916.1",973984,975135,"+",7329935,,"CCNA_00894","YP_002516267.1",383,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase"
"chromosome","NC_011916.1",975146,975541,"+",7329936,,"CCNA_00895","YP_002516268.1",131,"hypothetical protein CCNA_00895"
"chromosome","NC_011916.1",975549,975920,"-",7329937,,"CCNA_00896","YP_002516269.1",123,"hypothetical protein CCNA_00896"
"chromosome","NC_011916.1",976013,976177,"+",7329938,,"CCNA_00897","YP_002516270.1",54,"hypothetical protein CCNA_00897"
"chromosome","NC_011916.1",976253,977020,"-",7329939,,"CCNA_00898","YP_002516271.1",255,"ribosomal large subunit pseudouridine synthase F"
"chromosome","NC_011916.1",977024,978094,"-",7329940,,"CCNA_00899","YP_002516272.4",356,"bacterial peptide chain Release factor 1 (RF-1)"
"chromosome","NC_011916.1",978293,980500,"+",7329941,,"CCNA_00900","YP_002516273.1",735,"CHASE4-family GGDEF/EAL protein"
"chromosome","NC_011916.1",980770,981606,"-",7329942,,"CCNA_00901","YP_002516274.1",278,"alpha/beta hydrolase family protein"
"chromosome","NC_011916.1",981935,982915,"+",7329943,"ibpA","CCNA_00902","YP_002516275.1",326,"inositol ABC transporter, periplasmic inositol-binding protein IbpA"
"chromosome","NC_011916.1",982938,984485,"+",7329944,"iatA","CCNA_00903","YP_002516276.1",515,"inositol transport ATP-binding protein IatA"
"chromosome","NC_011916.1",984482,985480,"+",7329945,"iatP","CCNA_00904","YP_002516277.1",332,"inositol ABC transport system, permease protein IatP"
"chromosome","NC_011916.1",985509,986396,"-",7329946,,"CCNA_00905","YP_002516278.2",295,"exonuclease-endonuclease-phosphatase (EEP1) protein"
"chromosome","NC_011916.1",986466,987380,"-",7329947,,"CCNA_00906","YP_002516279.1",304,"hypothetical protein CCNA_00906"
"chromosome","NC_011916.1",987377,988105,"-",7329948,,"CCNA_00907","YP_002516280.1",242,"iron-containing redox enzyme"
"chromosome","NC_011916.1",988042,989181,"-",7329949,,"CCNA_00908","YP_002516281.2",379,"3-oxoacyl-(acyl-carrier-protein) synthase III"
"chromosome","NC_011916.1",989266,990003,"-",7329950,,"CCNA_00909","YP_002516282.2",245,"hypothetical protein CCNA_00909"
"chromosome","NC_011916.1",990076,991266,"-",7329951,,"CCNA_00910","YP_002516283.1",396,"erythromycin esterase family protein"
"chromosome","NC_011916.1",991329,991919,"-",7329952,,"CCNA_00911","YP_002516284.1",196,"AAA domain ATPase"
"chromosome","NC_011916.1",991916,992983,"-",7329953,,"CCNA_00912","YP_002516285.1",355,"beta-lactamase family protein"
"chromosome","NC_011916.1",993033,993209,"-",7329954,,"CCNA_00913","YP_002516286.1",58,"hypothetical protein CCNA_00913"
"chromosome","NC_011916.1",993288,993815,"-",7329955,,"CCNA_00914","YP_002516287.1",175,"acetyltransferase"
"chromosome","NC_011916.1",993947,994708,"+",7329956,,"CCNA_00915","YP_002516288.2",253,"Molybdenum cofactor sulfurase related protein"
"chromosome","NC_011916.1",994709,994999,"-",7329957,"parE1","CCNA_00916","YP_002516289.1",96,"toxin protein parE1"
"chromosome","NC_011916.1",994996,995262,"-",7329958,"parD1","CCNA_00917","YP_002516290.1",88,"antitoxin protein parD1"
"chromosome","NC_011916.1",995336,996205,"+",7329959,,"CCNA_00918","YP_002516291.1",289,"peptide release factor-glutamine N5-methyltransferase"
"chromosome","NC_011916.1",996243,996467,"+",7329960,,"CCNA_00919","YP_002516292.1",74,"hypothetical protein CCNA_00919"
"chromosome","NC_011916.1",996464,997576,"+",7329961,,"CCNA_00920","YP_002516293.1",370,"hypothetical protein CCNA_00920"
"chromosome","NC_011916.1",997744,998499,"+",7329962,,"CCNA_00921","YP_002516294.1",251,"zinc metalloprotease"
"chromosome","NC_011916.1",998598,1001177,"+",7329963,"clpB","CCNA_00922","YP_002516295.1",859,"ClpB protein"
"chromosome","NC_011916.1",1001397,1001729,"+",7329964,,"CCNA_00923","YP_002516296.1",110,"hypothetical protein CCNA_00923"
"chromosome","NC_011916.1",1001739,1002017,"-",7329965,,"CCNA_00924","YP_002516297.1",92,"MarR/EmrR family transcriptional regulator"
"chromosome","NC_011916.1",1002018,1002560,"-",7329966,,"CCNA_00925","YP_002516298.1",180,"hypothetical protein CCNA_00925"
"chromosome","NC_011916.1",1002665,1003636,"-",7329967,,"CCNA_00926","YP_002516299.1",323,"acyl CoA thioesterase"
"chromosome","NC_011916.1",1003804,1004418,"-",7329968,,"CCNA_00927","YP_002516300.3",204,"hypothetical protein CCNA_00927"
"chromosome","NC_011916.1",1004428,1005102,"-",7329969,,"CCNA_00928","YP_002516301.2",224,"GntR family transcriptional regulator"
"chromosome","NC_011916.1",1005247,1006242,"+",7332813,,"CCNA_00929","YP_002516302.1",331,"riboflavin biosynthesis protein RibD"
"chromosome","NC_011916.1",1006253,1006870,"+",7333060,,"CCNA_00930","YP_002516303.1",205,"riboflavin synthase alpha chain"
"chromosome","NC_011916.1",1006846,1008048,"+",7333061,,"CCNA_00931","YP_002516304.1",400,"GTP cyclohydrolase II/3,4-dihydroxy-2-butanone-4-phosphate synthase"
"chromosome","NC_011916.1",1008064,1008525,"+",7333062,"ribH","CCNA_00932","YP_002516305.1",153,"6,7-dimethyl-8-ribityllumazine synthase"
"chromosome","NC_011916.1",1008616,1010022,"+",7333063,,"CCNA_00933","YP_002516306.2",468,"M28 Zn-Peptidase"
"chromosome","NC_011916.1",1010073,1010594,"+",7333064,,"CCNA_00934","YP_002516307.1",173,"nuclear transport factor 2 family protein"
"chromosome","NC_011916.1",1010693,1011679,"-",7333065,,"CCNA_00935","YP_002516308.1",328,"AraC-family transcriptional regulator"
"chromosome","NC_011916.1",1011810,1012649,"+",7333066,,"CCNA_00936","YP_002516309.1",279,"hypothetical protein CCNA_00936"
"chromosome","NC_011916.1",1012655,1012924,"-",7333067,,"CCNA_00937","YP_002516310.1",89,"acetyltransferase"
"chromosome","NC_011916.1",1013086,1014273,"-",7333068,,"CCNA_00938","YP_002516311.1",395,"acetyl-CoA acetyltransferase"
"chromosome","NC_011916.1",1014509,1015012,"+",7333069,,"CCNA_00939","YP_002516312.1",167,"MarR-family transcriptional regulator"
"chromosome","NC_011916.1",1015105,1017138,"+",7333070,,"CCNA_00940","YP_002516313.1",677,"sensory box GGDEF/EAL protein"
"chromosome","NC_011916.1",1017151,1018374,"-",7333071,,"CCNA_00941","YP_002516314.2",407,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmA"
"chromosome","NC_011916.1",1018428,1019351,"-",7333072,"flgL","CCNA_00942","YP_002516315.1",307,"flagellar hook-associated protein FlgL"
"chromosome","NC_011916.1",1019355,1021466,"-",7333073,"flaN","CCNA_00943","YP_002516316.1",703,"flagellar hook-associated protein FlaN"
"chromosome","NC_011916.1",1021470,1021586,"-",18668846,,"CCNA_03944","YP_009020516.1",38,"hypothetical protein CCNA_03944"
"chromosome","NC_011916.1",1021867,1023069,"+",7333074,,"CCNA_00944","YP_002516317.1",400,"flagellar hook length determination protein"
"chromosome","NC_011916.1",1022922,1023653,"+",7333075,,"CCNA_00945","YP_002516318.1",243,"chemotaxis protein MotD"
"chromosome","NC_011916.1",1023665,1024348,"+",7333076,"flgD","CCNA_00946","YP_002516319.1",227,"Basal-body rod modification protein FlgD"
"chromosome","NC_011916.1",1024495,1026270,"+",7333077,"flgE","CCNA_00947","YP_002516320.1",591,"flagellar hook protein FlgE"
"chromosome","NC_011916.1",1026439,1026720,"+",7333078,"sciP","CCNA_00948","YP_002516321.2",93,"CtrA inhibitory protein SciP"
"chromosome","NC_011916.1",1026741,1026965,"+",7333079,,"CCNA_00949","YP_002516322.1",74,"hypothetical protein CCNA_00949"
"chromosome","NC_011916.1",1026984,1028648,"+",7333080,"fliF","CCNA_00950","YP_002516323.1",554,"flagellar M-ring protein FliF"
"chromosome","NC_011916.1",1028648,1029670,"+",7333081,"fliG","CCNA_00951","YP_002516324.1",340,"flagellar motor switch protein FliG"
"chromosome","NC_011916.1",1029681,1030319,"+",7333082,"flbE","CCNA_00952","YP_002516325.1",212,"flagellar assembly protein FlbE/FliH"
"chromosome","NC_011916.1",1030335,1030667,"+",7333083,"fliN","CCNA_00953","YP_002516326.1",110,"flagellar motor switch protein FliN"
"chromosome","NC_011916.1",1030701,1032068,"+",7333084,"flbD","CCNA_00954","YP_002516327.1",455,"AAA-family response regulator flbD"
"chromosome","NC_011916.1",1032336,1034438,"+",7333086,"flhA","CCNA_00956","YP_002516329.1",700,"flagellar biosynthesis protein FlhA"
"chromosome","NC_011916.1",1034478,1035959,"+",7333087,,"CCNA_00957","YP_002516330.1",493,"porin O precursor"
"chromosome","NC_011916.1",1035956,1037278,"-",7333088,,"CCNA_00958","YP_002516331.1",440,"conserved hypothetical protein"
"chromosome","NC_011916.1",1037402,1038040,"+",7333089,,"CCNA_00959","YP_002516332.1",212,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",1038075,1038479,"+",7333091,,"CCNA_00961","YP_002516334.1",134,"hypothetical protein CCNA_00961"
"chromosome","NC_011916.1",1038480,1038926,"-",7333092,,"CCNA_00962","YP_002516335.1",148,"MarR-family transcriptional regulator"
"chromosome","NC_011916.1",1038937,1039353,"-",7333093,,"CCNA_00963","YP_002516336.1",138,"organic hydroperoxide resistance protein"
"chromosome","NC_011916.1",1039648,1039740,"-",7333094,,"CCNA_00964","YP_002516337.1",30,"gluconate kinase"
"chromosome","NC_011916.1",1039915,1040613,"-",7333095,,"CCNA_00965","YP_002516338.1",232,"DnaJ-family chaperone protein"
"chromosome","NC_011916.1",1040719,1041387,"+",7333096,,"CCNA_00966","YP_002516339.1",222,"pyridoxamine 5\\'-phosphate oxidase"
"chromosome","NC_011916.1",1041399,1042019,"-",7333097,,"CCNA_00967","YP_002516340.1",206,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",1042164,1043663,"+",7333098,,"CCNA_00968","YP_002516341.1",499,"Aminoglycoside phosphotransferase family enzyme"
"chromosome","NC_011916.1",1044122,1045882,"-",7333099,,"CCNA_00969","YP_002516342.1",586,"two component sensor histidine kinase"
"chromosome","NC_011916.1",1046120,1049140,"+",7333100,,"CCNA_00970","YP_002516343.1",1006,"long-chain-fatty-acid--CoA ligase"
"chromosome","NC_011916.1",1049148,1050041,"-",7333101,,"CCNA_00971","YP_002516344.1",297,"hydroxyacylglutathione hydrolase"
"chromosome","NC_011916.1",1050224,1050370,"+",7333102,,"CCNA_00972","YP_002516345.2",48,"hypothetical protein CCNA_00972"
"chromosome","NC_011916.1",1050375,1050782,"-",7333103,,"CCNA_00973","YP_002516346.1",135,"protein tyrosine phosphatase family protein"
"chromosome","NC_011916.1",1051388,1054555,"+",7333104,,"CCNA_00974","YP_002516347.1",1055,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",1055002,1056786,"-",7333106,"sppA","CCNA_00976","YP_002516349.3",594,"signal peptide peptidase A"
"chromosome","NC_011916.1",1057369,1057779,"+",7333109,,"CCNA_00977","YP_002516350.1",136,"transposase, IS4/5 family"
"chromosome","NC_011916.1",1057794,1058162,"+",7333110,,"CCNA_00978","YP_002516351.1",122,"transposase, DDE family"
"chromosome","NC_011916.1",1058314,1059390,"+",7333111,,"CCNA_00979","YP_002516352.1",358,"RND family efflux transporter, MFP subunit"
"chromosome","NC_011916.1",1059395,1060600,"+",7333112,"lolE","CCNA_00980","YP_002516353.1",401,"ABC-type transport system involved in lipoprotein release, permease component LolE"
"chromosome","NC_011916.1",1060597,1061301,"+",7333113,"lolD","CCNA_00981","YP_002516354.1",234,"ABC-type transport system involved in lipoprotein release, ATPase component LolD"
"chromosome","NC_011916.1",1061622,1062050,"+",7333114,"mucR1","CCNA_00982","YP_002516355.1",142,"ROS/MUCR transcriptional regulator MucR1"
"chromosome","NC_011916.1",1062171,1063988,"-",7333115,,"CCNA_00983","YP_002516356.1",605,"hybrid sensor histidine kinase/receiver protein"
"chromosome","NC_011916.1",1064062,1064613,"-",7333116,,"CCNA_00984","YP_002516357.1",183,"phosphinothricin N-acetyltransferase"
"chromosome","NC_011916.1",1064610,1066802,"-",7333117,"ptrB","CCNA_00985","YP_002516358.1",730,"protease II PtrB"
"chromosome","NC_011916.1",1066823,1067782,"+",7333118,,"CCNA_00986","YP_002516359.1",319,"general stress protein 17O"
"chromosome","NC_011916.1",1067843,1068046,"+",7333119,,"CCNA_00987","YP_002516360.1",67,"stress response protein CsbD"
"chromosome","NC_011916.1",1068127,1069569,"-",7333120,,"CCNA_00988","YP_002516361.1",480,"Selenocysteine lyase/Cysteine desulfurase"
"chromosome","NC_011916.1",1069657,1071558,"+",7333121,,"CCNA_00989","YP_002516362.2",633,"acyl esterase protein"
"chromosome","NC_011916.1",1071582,1072052,"-",7333122,,"CCNA_00990","YP_002516363.1",156,"general stress protein 17O"
"chromosome","NC_011916.1",1072114,1072560,"-",7333123,,"CCNA_00991","YP_002516364.1",148,"nodulation protein N"
"chromosome","NC_011916.1",1072625,1073638,"-",7333124,,"CCNA_00992","YP_002516365.1",337,"hypothetical protein CCNA_00992"
"chromosome","NC_011916.1",1073710,1075248,"-",7333125,,"CCNA_00993","YP_002516366.1",512,"long-chain-fatty-acid--CoA ligase"
"chromosome","NC_011916.1",1075409,1077076,"-",7333126,,"CCNA_00994","YP_002516367.1",555,"oxidoreductase, GMC family"
"chromosome","NC_011916.1",1077242,1078576,"+",7333127,,"CCNA_00995","YP_002516368.1",444,"cytochrome P450 CypX"
"chromosome","NC_011916.1",1078807,1079691,"+",7333128,,"CCNA_00996","YP_002516369.1",294,"enoyl-CoA hydratase"
"chromosome","NC_011916.1",1079915,1081138,"+",7333129,,"CCNA_00997","YP_002516370.1",407,"conserved hypothetical protein"
"chromosome","NC_011916.1",1081367,1081786,"+",7333130,"mucR2","CCNA_00998","YP_002516371.1",139,"ROS/MUCR transcriptional regulator MucR2"
"chromosome","NC_011916.1",1081984,1082481,"+",7333131,"mopJ","CCNA_00999","YP_002516372.2",165,"PAS-family motility and cell cycle regulatory protein MopJ"
"chromosome","NC_011916.1",1082537,1082725,"+",7333132,,"CCNA_01000","YP_002516373.1",62,"hypothetical protein CCNA_01000"
"chromosome","NC_011916.1",1083029,1083940,"-",7333133,,"CCNA_01001","YP_002516374.1",303,"ribokinase"
"chromosome","NC_011916.1",1083961,1084761,"-",7333134,"fliP","CCNA_01002","YP_002516375.1",266,"flagellar biosynthesis protein FliP"
